date,load,work,temp,dewp,pload
2015-07-01 08:00:00,1605.0,True,73.0,64.0,1471
2015-07-01 09:00:00,1537.0,True,74.0,64.0,1418
2015-07-01 10:00:00,1487.0,True,73.0,64.0,1376
2015-07-01 11:00:00,1470.0,True,73.0,66.0,1354
2015-07-01 12:00:00,1503.0,True,72.5,65.5,1346
2015-07-01 13:00:00,1511.0,True,75.0,64.0,1378
2015-07-01 14:00:00,1566.0,True,77.0,64.0,1454
2015-07-01 15:00:00,1612.0,True,82.0,63.0,1581
2015-07-01 16:00:00,1655.0,True,85.0,62.0,1734
2015-07-01 17:00:00,1805.0,True,90.0,60.0,1896
2015-07-01 18:00:00,1971.0,True,90.5,60.0,2056
2015-07-01 19:00:00,2118.0,True,95.0,59.0,2214
2015-07-01 20:00:00,2217.0,True,93.0,58.0,2343
2015-07-01 21:00:00,2401.0,True,92.0,57.0,2439
2015-07-01 22:00:00,2363.0,True,92.0,58.0,2364
2015-07-01 23:00:00,2237.0,True,92.0,59.0,2241
2015-07-02 00:00:00,2184.0,True,91.5,58.5,2176
2015-07-02 01:00:00,2188.0,True,86.0,63.0,2082
2015-07-02 02:00:00,2138.0,True,82.0,65.0,2017
2015-07-02 03:00:00,2145.0,True,81.0,64.0,1993
2015-07-02 04:00:00,2063.0,True,80.0,64.0,1966
2015-07-02 05:00:00,1908.0,True,79.0,64.0,1865
2015-07-02 06:00:00,1759.0,True,78.5,64.5,1722
2015-07-02 07:00:00,1643.0,True,77.0,65.0,1595
2015-07-02 08:00:00,1542.0,True,76.0,65.0,1471
2015-07-02 09:00:00,1489.0,True,75.0,65.0,1418
2015-07-02 10:00:00,1450.0,True,75.0,65.0,1376
2015-07-02 11:00:00,1427.0,True,74.0,65.0,1354
2015-07-02 12:00:00,1461.0,True,74.0,65.0,1346
2015-07-02 13:00:00,1471.0,True,77.0,65.0,1378
2015-07-02 14:00:00,1520.0,True,82.0,63.0,1454
2015-07-02 15:00:00,1595.0,True,86.0,61.0,1581
2015-07-02 16:00:00,1728.0,True,89.0,59.0,1734
2015-07-02 17:00:00,1876.0,True,93.0,58.0,1896
2015-07-02 18:00:00,1998.0,True,94.5,58.0,2056
2015-07-02 19:00:00,2125.0,True,97.0,57.0,2214
2015-07-02 20:00:00,2246.0,True,97.0,56.0,2343
2015-07-02 21:00:00,2365.0,True,98.0,56.0,2439
2015-07-02 22:00:00,2452.0,True,99.0,56.0,2364
2015-07-02 23:00:00,2516.0,True,100.0,54.0,2241
2015-07-03 00:00:00,2521.0,False,99.0,54.0,2176
2015-07-03 01:00:00,2483.0,False,97.0,55.0,2082
2015-07-03 02:00:00,2410.0,False,95.0,57.0,2017
2015-07-03 03:00:00,2360.0,False,94.0,55.0,1993
2015-07-03 04:00:00,2267.0,False,93.0,53.0,1966
2015-07-03 05:00:00,2134.0,False,91.0,53.0,1865
2015-07-03 06:00:00,1921.0,False,90.0,53.5,1722
2015-07-03 07:00:00,1791.0,False,89.0,53.0,1595
2015-07-03 08:00:00,1702.0,False,86.0,54.0,1471
2015-07-03 09:00:00,1633.0,False,85.0,56.0,1418
2015-07-03 10:00:00,1575.0,False,85.0,59.0,1376
2015-07-03 11:00:00,1543.0,False,85.0,57.0,1354
2015-07-03 12:00:00,1567.0,False,83.5,59.0,1346
2015-07-03 13:00:00,1595.0,False,82.0,61.0,1378
2015-07-03 14:00:00,1614.0,False,83.0,61.0,1454
2015-07-03 15:00:00,1640.0,False,86.0,59.0,1581
2015-07-03 16:00:00,1748.0,False,89.0,58.0,1734
2015-07-03 17:00:00,1842.0,False,90.0,58.0,1896
2015-07-03 18:00:00,1913.0,False,92.0,56.0,2056
2015-07-03 19:00:00,2024.0,False,97.0,52.0,2214
2015-07-03 20:00:00,2132.0,False,98.0,51.0,2343
2015-07-03 21:00:00,2274.0,False,99.0,51.0,2439
2015-07-03 22:00:00,2370.0,False,101.0,52.0,2364
2015-07-03 23:00:00,2417.0,False,101.0,52.0,2241
2015-07-04 00:00:00,2460.0,False,100.5,52.0,2176
2015-07-04 01:00:00,2471.0,False,99.0,51.0,2082
2015-07-04 02:00:00,2435.0,False,96.0,51.0,2017
2015-07-04 03:00:00,2372.0,False,94.0,50.0,1993
2015-07-04 04:00:00,2273.0,False,93.0,50.0,1966
2015-07-04 05:00:00,2134.0,False,91.0,51.0,1865
2015-07-04 06:00:00,1985.0,False,89.5,51.5,1722
2015-07-04 07:00:00,1868.0,False,86.0,52.0,1595
2015-07-04 08:00:00,1777.0,False,85.0,52.0,1471
2015-07-04 09:00:00,1690.0,False,84.0,53.0,1418
2015-07-04 10:00:00,1611.0,False,84.0,53.0,1376
2015-07-04 11:00:00,1562.0,False,83.0,53.0,1354
2015-07-04 12:00:00,1563.0,False,82.5,54.5,1346
2015-07-04 13:00:00,1551.0,False,83.0,57.0,1378
2015-07-04 14:00:00,1574.0,False,86.0,62.0,1454
2015-07-04 15:00:00,1667.0,False,86.0,62.0,1581
2015-07-04 16:00:00,1754.0,False,88.0,59.0,1734
2015-07-04 17:00:00,1857.0,False,90.0,57.0,1896
2015-07-04 18:00:00,1970.0,False,88.0,60.0,2056
2015-07-04 19:00:00,2040.0,False,89.0,60.0,2214
2015-07-04 20:00:00,2021.0,False,91.0,57.0,2343
2015-07-04 21:00:00,2034.0,False,93.0,55.0,2439
2015-07-04 22:00:00,2108.0,False,92.0,55.0,2364
2015-07-04 23:00:00,2215.0,False,92.0,54.0,2241
2015-07-05 00:00:00,2158.0,False,92.0,54.0,2176
2015-07-05 01:00:00,2103.0,False,92.0,54.0,2082
2015-07-05 02:00:00,2055.0,False,90.0,55.0,2017
2015-07-05 03:00:00,2059.0,False,89.0,55.0,1993
2015-07-05 04:00:00,1992.0,False,88.0,59.0,1966
2015-07-05 05:00:00,1927.0,False,88.0,57.0,1865
2015-07-05 06:00:00,1847.0,False,86.5,58.0,1722
2015-07-05 07:00:00,1755.0,False,84.0,57.0,1595
2015-07-05 08:00:00,1673.0,False,84.0,57.0,1471
2015-07-05 09:00:00,1611.0,False,83.0,61.0,1418
2015-07-05 10:00:00,1594.0,False,84.0,60.0,1376
2015-07-05 11:00:00,1563.0,False,82.0,62.0,1354
2015-07-05 12:00:00,1542.0,False,82.0,62.0,1346
2015-07-05 13:00:00,1536.0,False,82.0,64.0,1378
2015-07-05 14:00:00,1574.0,False,83.0,64.0,1454
2015-07-05 15:00:00,1648.0,False,85.0,63.0,1581
2015-07-05 16:00:00,1758.0,False,84.0,63.0,1734
2015-07-05 17:00:00,1805.0,False,85.0,64.0,1896
2015-07-05 18:00:00,1847.0,False,85.5,63.5,2056
2015-07-05 19:00:00,1939.0,False,89.0,62.0,2214
2015-07-05 20:00:00,1966.0,False,87.5,63.0,2343
2015-07-05 21:00:00,2047.0,False,84.0,63.0,2439
2015-07-05 22:00:00,1978.0,False,79.0,64.5,2364
2015-07-05 23:00:00,1927.0,False,79.0,66.0,2241
2015-07-06 00:00:00,1872.0,True,79.0,66.0,2176
2015-07-06 01:00:00,1923.0,True,79.0,65.0,2082
2015-07-06 02:00:00,1909.0,True,80.0,63.0,2017
2015-07-06 03:00:00,1927.0,True,80.0,63.0,1993
2015-07-06 04:00:00,1907.0,True,79.0,63.0,1966
2015-07-06 05:00:00,1793.0,True,79.0,64.0,1865
2015-07-06 06:00:00,1676.0,True,78.5,63.5,1722
2015-07-06 07:00:00,1577.0,True,78.0,63.0,1595
2015-07-06 08:00:00,1517.0,True,77.0,64.0,1471
2015-07-06 09:00:00,1472.0,True,76.0,64.0,1418
2015-07-06 10:00:00,1447.0,True,75.0,64.0,1376
2015-07-06 11:00:00,1434.0,True,76.0,64.0,1354
2015-07-06 12:00:00,1465.0,True,75.5,64.0,1346
2015-07-06 13:00:00,1490.0,True,77.0,65.0,1378
2015-07-06 14:00:00,1539.0,True,79.0,64.0,1454
2015-07-06 15:00:00,1578.0,True,85.0,63.0,1581
2015-07-06 16:00:00,1661.0,True,88.0,62.0,1734
2015-07-06 17:00:00,1794.0,True,91.0,62.0,1896
2015-07-06 18:00:00,1950.0,True,91.5,61.5,2056
2015-07-06 19:00:00,2117.0,True,94.0,60.0,2214
2015-07-06 20:00:00,2283.0,True,94.0,60.0,2343
2015-07-06 21:00:00,2376.0,True,92.0,61.0,2439
2015-07-06 22:00:00,2426.0,True,94.0,60.0,2364
2015-07-06 23:00:00,2424.0,True,93.5,60.5,2241
2015-07-07 00:00:00,2336.0,True,93.5,59.5,2176
2015-07-07 01:00:00,2338.0,True,92.0,59.0,2082
2015-07-07 02:00:00,2264.0,True,90.0,61.0,2017
2015-07-07 03:00:00,2243.0,True,88.0,61.0,1993
2015-07-07 04:00:00,2186.0,True,84.0,63.0,1966
2015-07-07 05:00:00,1994.0,True,82.0,62.0,1865
2015-07-07 06:00:00,1801.0,True,81.0,62.0,1722
2015-07-07 07:00:00,1673.0,True,80.0,64.0,1595
2015-07-07 08:00:00,1614.0,True,79.0,62.0,1471
2015-07-07 09:00:00,1553.0,True,78.0,62.0,1418
2015-07-07 10:00:00,1508.0,True,77.0,63.0,1376
2015-07-07 11:00:00,1489.0,True,77.0,63.0,1354
2015-07-07 12:00:00,1520.0,True,77.0,63.5,1346
2015-07-07 13:00:00,1540.0,True,80.0,64.0,1378
2015-07-07 14:00:00,1602.0,True,84.0,63.0,1454
2015-07-07 15:00:00,1656.0,True,88.0,62.0,1581
2015-07-07 16:00:00,1802.0,True,91.0,59.0,1734
2015-07-07 17:00:00,1956.0,True,94.0,59.0,1896
2015-07-07 18:00:00,2125.0,True,94.5,59.0,2056
2015-07-07 19:00:00,2248.0,True,96.0,57.0,2214
2015-07-07 20:00:00,2298.0,True,99.0,57.0,2343
2015-07-07 21:00:00,2362.0,True,97.0,56.0,2439
2015-07-07 22:00:00,2443.0,True,100.0,54.0,2364
2015-07-07 23:00:00,2485.0,True,100.0,50.0,2241
2015-07-08 00:00:00,2514.0,True,99.5,49.5,2176
2015-07-08 01:00:00,2502.0,True,98.0,49.0,2082
2015-07-08 02:00:00,2458.0,True,96.0,48.0,2017
2015-07-08 03:00:00,2375.0,True,95.0,48.0,1993
2015-07-08 04:00:00,2278.0,True,91.0,49.0,1966
2015-07-08 05:00:00,2099.0,True,89.0,52.0,1865
2015-07-08 06:00:00,1907.0,True,87.5,53.0,1722
2015-07-08 07:00:00,1746.0,True,85.0,55.0,1595
2015-07-08 08:00:00,1663.0,True,84.0,53.0,1471
2015-07-08 09:00:00,1591.0,True,83.0,53.0,1418
2015-07-08 10:00:00,1523.0,True,81.0,54.0,1376
2015-07-08 11:00:00,1497.0,True,79.0,54.0,1354
2015-07-08 12:00:00,1523.0,True,80.0,54.0,1346
2015-07-08 13:00:00,1555.0,True,83.0,54.0,1378
2015-07-08 14:00:00,1598.0,True,86.0,54.0,1454
2015-07-08 15:00:00,1712.0,True,89.0,55.0,1581
2015-07-08 16:00:00,1839.0,True,93.0,56.0,1734
2015-07-08 17:00:00,1921.0,True,95.0,55.0,1896
2015-07-08 18:00:00,2057.0,True,98.0,55.0,2056
2015-07-08 19:00:00,2198.0,True,98.0,49.0,2214
2015-07-08 20:00:00,2342.0,True,99.0,46.0,2343
2015-07-08 21:00:00,2405.0,True,100.0,43.0,2439
2015-07-08 22:00:00,2462.0,True,99.0,51.0,2364
2015-07-08 23:00:00,2503.0,True,99.0,49.0,2241
2015-07-09 00:00:00,2518.0,True,98.0,51.0,2176
2015-07-09 01:00:00,2473.0,True,96.0,53.0,2082
2015-07-09 02:00:00,2415.0,True,92.0,56.0,2017
2015-07-09 03:00:00,2378.0,True,90.0,56.0,1993
2015-07-09 04:00:00,2271.0,True,89.0,55.0,1966
2015-07-09 05:00:00,2117.0,True,87.0,55.0,1865
2015-07-09 06:00:00,1934.0,True,85.0,56.0,1722
2015-07-09 07:00:00,1774.0,True,85.0,57.0,1595
2015-07-09 08:00:00,1688.0,True,83.0,57.0,1471
2015-07-09 09:00:00,1621.0,True,81.0,58.0,1418
2015-07-09 10:00:00,1565.0,True,81.0,59.0,1376
2015-07-09 11:00:00,1527.0,True,80.0,59.0,1354
2015-07-09 12:00:00,1569.0,True,79.0,59.0,1346
2015-07-09 13:00:00,1574.0,True,83.0,55.0,1378
2015-07-09 14:00:00,1623.0,True,86.0,52.0,1454
2015-07-09 15:00:00,1672.0,True,87.0,50.0,1581
2015-07-09 16:00:00,1798.0,True,89.0,51.0,1734
2015-07-09 17:00:00,1920.0,True,91.0,52.0,1896
2015-07-09 18:00:00,2018.0,True,92.0,51.0,2056
2015-07-09 19:00:00,2001.0,True,93.0,52.0,2214
2015-07-09 20:00:00,2115.0,True,92.0,52.0,2343
2015-07-09 21:00:00,2132.0,True,94.0,53.0,2439
2015-07-09 22:00:00,2157.0,True,91.0,52.0,2364
2015-07-09 23:00:00,2132.0,True,90.0,56.0,2241
2015-07-10 00:00:00,2190.0,True,88.0,57.0,2176
2015-07-10 01:00:00,2174.0,True,87.0,60.0,2082
2015-07-10 02:00:00,2142.0,True,86.0,60.0,2017
2015-07-10 03:00:00,2150.0,True,84.0,61.0,1993
2015-07-10 04:00:00,2114.0,True,83.0,61.0,1966
2015-07-10 05:00:00,1971.0,True,82.0,61.0,1865
2015-07-10 06:00:00,1813.0,True,82.0,61.5,1722
2015-07-10 07:00:00,1684.0,True,81.0,61.0,1595
2015-07-10 08:00:00,1596.0,True,80.0,60.0,1471
2015-07-10 09:00:00,1529.0,True,79.0,56.0,1418
2015-07-10 10:00:00,1478.0,True,78.0,58.0,1376
2015-07-10 11:00:00,1456.0,True,77.0,58.0,1354
2015-07-10 12:00:00,1473.0,True,77.5,58.0,1346
2015-07-10 13:00:00,1530.0,True,80.0,58.0,1378
2015-07-10 14:00:00,1561.0,True,83.0,55.0,1454
2015-07-10 15:00:00,1636.0,True,86.0,52.0,1581
2015-07-10 16:00:00,1724.0,True,89.0,53.0,1734
2015-07-10 17:00:00,1848.0,True,89.0,55.0,1896
2015-07-10 18:00:00,1951.0,True,90.5,55.5,2056
2015-07-10 19:00:00,1844.0,True,92.0,56.0,2214
2015-07-10 20:00:00,1975.0,True,94.0,55.0,2343
2015-07-10 21:00:00,2069.0,True,94.0,56.0,2439
2015-07-10 22:00:00,2153.0,True,94.0,56.0,2364
2015-07-10 23:00:00,2121.0,True,94.0,56.0,2241
2015-07-11 00:00:00,2176.0,False,93.0,56.0,2176
2015-07-11 01:00:00,2128.0,False,91.0,56.0,2082
2015-07-11 02:00:00,2134.0,False,90.0,57.0,2017
2015-07-11 03:00:00,2063.0,False,88.0,58.0,1993
2015-07-11 04:00:00,1985.0,False,86.0,59.0,1966
2015-07-11 05:00:00,1878.0,False,86.0,59.0,1865
2015-07-11 06:00:00,1721.0,False,85.5,59.5,1722
2015-07-11 07:00:00,1594.0,False,83.0,60.0,1595
2015-07-11 08:00:00,1530.0,False,83.0,61.0,1471
2015-07-11 09:00:00,1489.0,False,83.0,61.0,1418
2015-07-11 10:00:00,1433.0,False,82.0,61.0,1376
2015-07-11 11:00:00,1412.0,False,78.0,60.0,1354
2015-07-11 12:00:00,1390.0,False,79.0,60.0,1346
2015-07-11 13:00:00,1381.0,False,80.0,60.0,1378
2015-07-11 14:00:00,1377.0,False,82.0,60.0,1454
2015-07-11 15:00:00,1485.0,False,86.0,60.0,1581
2015-07-11 16:00:00,1652.0,False,91.0,57.0,1734
2015-07-11 17:00:00,1798.0,False,94.0,56.0,1896
2015-07-11 18:00:00,1941.0,False,95.0,56.0,2056
2015-07-11 19:00:00,2088.0,False,99.0,54.0,2214
2015-07-11 20:00:00,2170.0,False,100.0,52.0,2343
2015-07-11 21:00:00,2248.0,False,101.0,52.0,2439
2015-07-11 22:00:00,2318.0,False,98.0,55.0,2364
2015-07-11 23:00:00,2360.0,False,100.0,53.0,2241
2015-07-12 00:00:00,2429.0,False,99.5,52.5,2176
2015-07-12 01:00:00,2400.0,False,98.0,50.0,2082
2015-07-12 02:00:00,2322.0,False,95.0,49.0,2017
2015-07-12 03:00:00,2276.0,False,92.0,49.0,1993
2015-07-12 04:00:00,2201.0,False,90.0,52.0,1966
2015-07-12 05:00:00,2045.0,False,88.0,55.0,1865
2015-07-12 06:00:00,1930.0,False,87.5,55.0,1722
2015-07-12 07:00:00,1804.0,False,84.0,55.0,1595
2015-07-12 08:00:00,1704.0,False,82.0,55.0,1471
2015-07-12 09:00:00,1623.0,False,82.0,54.0,1418
2015-07-12 10:00:00,1564.0,False,78.0,52.0,1376
2015-07-12 11:00:00,1512.0,False,78.0,50.0,1354
2015-07-12 12:00:00,1469.0,False,78.0,50.0,1346
2015-07-12 13:00:00,1444.0,False,80.0,51.0,1378
2015-07-12 14:00:00,1417.0,False,85.0,51.0,1454
2015-07-12 15:00:00,1505.0,False,88.0,51.0,1581
2015-07-12 16:00:00,1658.0,False,93.0,50.0,1734
2015-07-12 17:00:00,1829.0,False,95.0,49.0,1896
2015-07-12 18:00:00,1976.0,False,97.0,49.5,2056
2015-07-12 19:00:00,1939.0,False,101.0,51.0,2214
2015-07-12 20:00:00,2193.0,False,100.0,52.0,2343
2015-07-12 21:00:00,2320.0,False,99.0,52.0,2439
2015-07-12 22:00:00,2334.0,False,95.0,54.0,2364
2015-07-12 23:00:00,2183.0,False,93.0,56.0,2241
2015-07-13 00:00:00,2262.0,True,87.66666666666667,61.0,2176
2015-07-13 01:00:00,2200.0,True,80.0,66.0,2082
2015-07-13 02:00:00,2096.0,True,81.0,65.0,2017
2015-07-13 03:00:00,2056.0,True,80.0,62.0,1993
2015-07-13 04:00:00,2016.0,True,80.0,64.0,1966
2015-07-13 05:00:00,1900.0,True,79.0,64.0,1865
2015-07-13 06:00:00,1746.0,True,79.0,64.0,1722
2015-07-13 07:00:00,1623.0,True,78.0,64.0,1595
2015-07-13 08:00:00,1554.0,True,79.0,63.0,1471
2015-07-13 09:00:00,1491.0,True,81.0,61.0,1418
2015-07-13 10:00:00,1491.0,True,78.0,62.0,1376
2015-07-13 11:00:00,1475.0,True,80.0,60.0,1354
2015-07-13 12:00:00,1504.0,True,79.0,61.0,1346
2015-07-13 13:00:00,1549.0,True,80.0,62.0,1378
2015-07-13 14:00:00,1583.0,True,85.0,59.0,1454
2015-07-13 15:00:00,1670.0,True,87.0,60.0,1581
2015-07-13 16:00:00,1806.0,True,92.0,56.0,1734
2015-07-13 17:00:00,1934.0,True,93.0,54.0,1896
2015-07-13 18:00:00,2063.0,True,94.5,53.5,2056
2015-07-13 19:00:00,2230.0,True,99.0,51.0,2214
2015-07-13 20:00:00,2363.0,True,100.0,51.0,2343
2015-07-13 21:00:00,2537.0,True,99.0,51.0,2439
2015-07-13 22:00:00,2637.0,True,94.0,55.0,2364
2015-07-13 23:00:00,2557.0,True,92.0,54.0,2241
2015-07-14 00:00:00,2417.0,True,90.5,55.0,2176
2015-07-14 01:00:00,2337.0,True,85.0,56.0,2082
2015-07-14 02:00:00,2249.0,True,82.0,59.0,2017
2015-07-14 03:00:00,2176.0,True,83.0,57.0,1993
2015-07-14 04:00:00,2083.0,True,85.0,55.0,1966
2015-07-14 05:00:00,1946.0,True,83.0,58.0,1865
2015-07-14 06:00:00,1821.0,True,83.0,57.5,1722
2015-07-14 07:00:00,1728.0,True,81.0,59.0,1595
2015-07-14 08:00:00,1649.0,True,81.0,59.0,1471
2015-07-14 09:00:00,1567.0,True,80.0,59.0,1418
2015-07-14 10:00:00,1534.0,True,78.0,60.0,1376
2015-07-14 11:00:00,1519.0,True,79.0,59.0,1354
2015-07-14 12:00:00,1529.0,True,78.5,58.5,1346
2015-07-14 13:00:00,1550.0,True,77.0,61.0,1378
2015-07-14 14:00:00,1579.0,True,84.0,57.0,1454
2015-07-14 15:00:00,1690.0,True,89.0,55.0,1581
2015-07-14 16:00:00,1747.0,True,92.0,53.0,1734
2015-07-14 17:00:00,1912.0,True,95.0,52.0,1896
2015-07-14 18:00:00,2062.0,True,96.0,51.5,2056
2015-07-14 19:00:00,2192.0,True,98.0,51.0,2214
2015-07-14 20:00:00,2355.0,True,99.0,53.0,2343
2015-07-14 21:00:00,2473.0,True,83.33333333333333,61.0,2439
2015-07-14 22:00:00,2545.0,True,93.5,59.0,2364
2015-07-14 23:00:00,2483.0,True,93.0,57.0,2241
2015-07-15 00:00:00,2457.0,True,92.0,56.0,2176
2015-07-15 01:00:00,2384.0,True,88.0,56.0,2082
2015-07-15 02:00:00,2235.0,True,87.0,56.0,2017
2015-07-15 03:00:00,2232.0,True,86.0,54.0,1993
2015-07-15 04:00:00,2169.0,True,85.0,53.0,1966
2015-07-15 05:00:00,2002.0,True,83.0,55.0,1865
2015-07-15 06:00:00,1841.0,True,82.0,55.5,1722
2015-07-15 07:00:00,1710.0,True,79.0,57.0,1595
2015-07-15 08:00:00,1618.0,True,79.0,57.0,1471
2015-07-15 09:00:00,1546.0,True,77.0,58.0,1418
2015-07-15 10:00:00,1499.0,True,76.0,58.0,1376
2015-07-15 11:00:00,1469.0,True,76.0,56.0,1354
2015-07-15 12:00:00,1474.0,True,75.5,57.0,1346
2015-07-15 13:00:00,1519.0,True,73.0,62.0,1378
2015-07-15 14:00:00,1558.0,True,75.0,65.0,1454
2015-07-15 15:00:00,1577.0,True,78.0,63.0,1581
2015-07-15 16:00:00,1562.0,True,81.0,60.0,1734
2015-07-15 17:00:00,1627.0,True,87.0,57.0,1896
2015-07-15 18:00:00,1732.0,True,87.5,57.0,2056
2015-07-15 19:00:00,1900.0,True,91.0,57.0,2214
2015-07-15 20:00:00,2096.0,True,94.0,57.0,2343
2015-07-15 21:00:00,2192.0,True,94.0,55.0,2439
2015-07-15 22:00:00,2353.0,True,94.0,57.0,2364
2015-07-15 23:00:00,2411.0,True,96.0,53.0,2241
2015-07-16 00:00:00,2450.0,True,95.5,54.0,2176
2015-07-16 01:00:00,2366.0,True,93.0,55.0,2082
2015-07-16 02:00:00,2351.0,True,90.0,58.0,2017
2015-07-16 03:00:00,2285.0,True,90.0,57.0,1993
2015-07-16 04:00:00,2192.0,True,87.0,60.0,1966
2015-07-16 05:00:00,2053.0,True,85.0,59.0,1865
2015-07-16 06:00:00,1852.0,True,84.5,59.0,1722
2015-07-16 07:00:00,1694.0,True,85.0,60.0,1595
2015-07-16 08:00:00,1616.0,True,82.5,57.5,1471
2015-07-16 09:00:00,1572.0,True,82.0,55.5,1418
2015-07-16 10:00:00,1521.0,True,81.0,61.0,1376
2015-07-16 11:00:00,1522.0,True,79.0,61.0,1354
2015-07-16 12:00:00,1539.0,True,78.5,61.0,1346
2015-07-16 13:00:00,1562.0,True,79.0,61.0,1378
2015-07-16 14:00:00,1617.0,True,83.0,60.0,1454
2015-07-16 15:00:00,1684.0,True,87.0,58.0,1581
2015-07-16 16:00:00,1824.0,True,89.0,56.0,1734
2015-07-16 17:00:00,1979.0,True,93.0,55.0,1896
2015-07-16 18:00:00,2105.0,True,94.0,55.0,2056
2015-07-16 19:00:00,2262.0,True,98.0,54.0,2214
2015-07-16 20:00:00,2385.0,True,97.0,54.0,2343
2015-07-16 21:00:00,2528.0,True,100.0,53.0,2439
2015-07-16 22:00:00,2581.0,True,101.0,51.0,2364
2015-07-16 23:00:00,2660.0,True,100.0,49.0,2241
2015-07-17 00:00:00,2612.0,True,93.0,54.5,2176
2015-07-17 01:00:00,2479.0,True,85.0,59.0,2082
2015-07-17 02:00:00,2344.0,True,87.0,57.0,2017
2015-07-17 03:00:00,2277.0,True,84.0,59.0,1993
2015-07-17 04:00:00,2180.0,True,80.0,65.0,1966
2015-07-17 05:00:00,1995.0,True,79.0,68.0,1865
2015-07-17 06:00:00,1853.0,True,79.5,67.0,1722
2015-07-17 07:00:00,1735.0,True,80.0,64.0,1595
2015-07-17 08:00:00,1660.0,True,81.0,63.0,1471
2015-07-17 09:00:00,1596.0,True,81.0,63.0,1418
2015-07-17 10:00:00,1564.0,True,81.0,62.0,1376
2015-07-17 11:00:00,1548.0,True,78.0,64.0,1354
2015-07-17 12:00:00,1584.0,True,78.5,64.5,1346
2015-07-17 13:00:00,1639.0,True,79.0,62.0,1378
2015-07-17 14:00:00,1687.0,True,83.0,59.0,1454
2015-07-17 15:00:00,1745.0,True,84.0,58.0,1581
2015-07-17 16:00:00,1799.0,True,86.0,60.0,1734
2015-07-17 17:00:00,1899.0,True,89.0,57.0,1896
2015-07-17 18:00:00,1976.0,True,90.5,56.5,2056
2015-07-17 19:00:00,2075.0,True,91.0,56.0,2214
2015-07-17 20:00:00,2194.0,True,92.0,56.0,2343
2015-07-17 21:00:00,2265.0,True,92.0,55.0,2439
2015-07-17 22:00:00,2270.0,True,92.0,55.0,2364
2015-07-17 23:00:00,2267.0,True,91.0,57.0,2241
2015-07-18 00:00:00,2288.0,False,91.0,56.5,2176
2015-07-18 01:00:00,2303.0,False,90.0,60.0,2082
2015-07-18 02:00:00,2213.0,False,88.0,61.0,2017
2015-07-18 03:00:00,2199.0,False,83.0,61.0,1993
2015-07-18 04:00:00,2114.0,False,82.0,62.0,1966
2015-07-18 05:00:00,1990.0,False,82.0,62.0,1865
2015-07-18 06:00:00,1836.0,False,82.5,62.0,1722
2015-07-18 07:00:00,1730.0,False,82.0,63.0,1595
2015-07-18 08:00:00,1635.0,False,81.0,63.0,1471
2015-07-18 09:00:00,1590.0,False,80.0,63.0,1418
2015-07-18 10:00:00,1537.0,False,79.0,63.0,1376
2015-07-18 11:00:00,1516.0,False,77.0,64.0,1354
2015-07-18 12:00:00,1507.0,False,76.5,63.5,1346
2015-07-18 13:00:00,1492.0,False,78.0,64.0,1378
2015-07-18 14:00:00,1485.0,False,81.0,63.0,1454
2015-07-18 15:00:00,1565.0,False,82.0,63.0,1581
2015-07-18 16:00:00,1708.0,False,85.0,62.0,1734
2015-07-18 17:00:00,1790.0,False,89.0,59.0,1896
2015-07-18 18:00:00,1912.0,False,90.5,57.5,2056
2015-07-18 19:00:00,2039.0,False,89.0,57.0,2214
2015-07-18 20:00:00,2216.0,False,86.0,61.0,2343
2015-07-18 21:00:00,2137.0,False,83.0,66.0,2439
2015-07-18 22:00:00,2043.0,False,81.0,64.0,2364
2015-07-18 23:00:00,1961.0,False,82.0,64.0,2241
2015-07-19 00:00:00,1945.0,False,82.0,63.5,2176
2015-07-19 01:00:00,1904.0,False,81.0,61.0,2082
2015-07-19 02:00:00,1877.0,False,79.0,61.0,2017
2015-07-19 03:00:00,1903.0,False,78.0,61.0,1993
2015-07-19 04:00:00,1851.0,False,77.0,62.0,1966
2015-07-19 05:00:00,1782.0,False,76.0,63.0,1865
2015-07-19 06:00:00,1674.0,False,76.0,62.5,1722
2015-07-19 07:00:00,1578.0,False,76.0,62.0,1595
2015-07-19 08:00:00,1507.0,False,74.0,64.0,1471
2015-07-19 09:00:00,1476.0,False,74.0,64.0,1418
2015-07-19 10:00:00,1440.0,False,74.0,64.0,1376
2015-07-19 11:00:00,1405.0,False,74.0,63.0,1354
2015-07-19 12:00:00,1410.0,False,74.0,63.5,1346
2015-07-19 13:00:00,1403.0,False,75.0,64.0,1378
2015-07-19 14:00:00,1359.0,False,78.0,63.0,1454
2015-07-19 15:00:00,1427.0,False,81.0,62.0,1581
2015-07-19 16:00:00,1557.0,False,84.0,61.0,1734
2015-07-19 17:00:00,1644.0,False,87.0,60.0,1896
2015-07-19 18:00:00,1777.0,False,87.5,59.0,2056
2015-07-19 19:00:00,1913.0,False,92.0,55.0,2214
2015-07-19 20:00:00,2072.0,False,91.0,54.0,2343
2015-07-19 21:00:00,2105.0,False,92.0,56.0,2439
2015-07-19 22:00:00,2175.0,False,93.0,57.0,2364
2015-07-19 23:00:00,2154.0,False,92.0,58.0,2241
2015-07-20 00:00:00,2228.0,True,92.0,57.5,2176
2015-07-20 01:00:00,2206.0,True,91.0,57.0,2082
